,city,price,rating,store,title,ulasan
250,Jakarta Barat,3.175.000,5.0,"
Senjaya Selindo
",Xiaomi Mi Max 3 Ram 6Gb Internal 128Gb,2
251,Jakarta Barat,2.990.000,5.0,"
Senjaya Selindo
",Xiaomi Mi A3 Ram 4Gb Internal 128Gb Garansi Distributor 1 tahun,6
252,Jakarta Barat,2.775.000,0,"
Senjaya Selindo
",Xiaomi Mi A3 Ram 4Gb Internal 64Gb Garansi Distributor 1 tahun,0
253,Jakarta Barat,1.285.000,4.7,"
Senjaya Selindo
",Lenovo S5 Ram 4Gb Internal 64Gb Garansi Distributor 1 Tahun,195
254,Denpasar,4.300.000,0,"
Instastore_as
",oneplus 6 8gb 128gb,0
255,Jakarta Selatan,1.100.000,0,"
Juntakz Plaza
",Xiaomi Redmi 4 Prime Super Lengkap kondisi pemakaian,0
256,Jakarta Selatan,750.000,0,"
RIO AGUSTIN
",samsung j3 2016 batangan,0
257,Jakarta Pusat,13.700.000,0,"
Taswinbl72
",samsung galaxy note 10 plus ram 12-512 gb fullset,0
258,Jakarta Pusat,4.000.000,0,"
Yusranbl12
",jual xiaomi mi 8 black market,0
259,Jakarta Pusat,4.300.000,0,"
Yusranbl12
",jual redmi k20pro ram-6-128 gb fullset,0
260,Jakarta Pusat,2.600.000,0,"
hendra purnama yogi
",Oppo F11 Special Online Edition 4 64 Marble Green,0
261,Jakarta Pusat,6.500.000,0,"
Henkibl1457
",jual samsung galaxy A 80 -128gb,0
262,Jakarta Pusat,12.000.000,0,"
Henkibl1457
",jual iphone xs mas 256gb bekas,0
263,Padang,3.800.000,0,"
Enalstore67
",jual xiaomi pocophone f1 ram-6-64 gb fullset,0
264,Bekasi,1.200.000,0,"
Anto Wijaya
",Infinix Hot 7 Pro Ram 6GB Internal 64GB GARANSI RESMI,0
265,Bekasi,5.200.000,0,"
Anto Wijaya
",VIVO V17 PRO RAM 8GB INTERNAL 128GB GARANSI RESMI 1 TAHUN,0
266,Jakarta Selatan,5.925.000,0,"
zainuri
",HUAWEI P20 PRO RESMI TWILIGHT MULUS,0
267,Jakarta Selatan,1.250.000,0,"
zainuri
",XIAOMI REDMI 7 BLACK TAM 2GB 16GB LIKE NEW,0
268,Bekasi,6.400.000,0,"
Emi Berkah 09
",jual Huawei mate 20 pro 256 GB fullset,0
269,Jakarta Pusat,2.040.000,4.8,"
vhe shop
",Samsung Galaxy A20 3-32GB Garansi Resmi Sein,32
270,Tanjung Pinang,100.000,0,"
Muhammad Raihan Yunus
",Lg g2 d802 minus,0
271,Karawang,2.500.000,0,"
Rizal Fathur Rohman
",Samsung S7 edge Global blue coral mulus fulset,0
272,Pati,1.220.000,0,"
ARshop
",REDMI 7A GARANSI RESMI,0
273,Rembang,1.161.000,5.0,"
BRJAYA007
",Redmi 6A Garansi Resmi TAM,3
274,Tanjung Pinang,550.000,0,"
Muhammad Raihan Yunus
",Xiaomi Redmi Note 3 pro minus,0
275,Jakarta Barat,5.400.000,5.0,"
Top Gadget
",Samsung Note 8 garansi resmi SEIN seperti gress baru mulus,1
276,Jakarta Barat,5.400.000,4.7,"
Top Gadget
",Samsung Note 8 fullset original kondisi mulus,7
277,Jakarta Barat,6.200.000,5.0,"
Top Gadget
",Samsung S9 plus dual sim garansi resmi SEIN,5
278,Jakarta Barat,3.800.000,4.0,"
Top Gadget
",Samsung S8 mulus fullset original harga bersahabat,2
279,Jakarta Barat,7.400.000,5.0,"
Top Gadget
",Samsung NOTE 9 resmi SEIN Fullset original mulus like new,2
280,Jakarta Barat,8.600.000,4.3,"
Top Gadget
",Samsung note 9 resmi SEIN fullset original mulus like new harga bersahabat,3
281,Jakarta Barat,9.300.000,5.0,"
Top Gadget
",Samsung S10 plus garansi resmi SEIN ram 8 internal 128 fullset original mulus like new,2
282,Jakarta Barat,5.200.000,0,"
Top Gadget
",Samsung galaxy S9 dual sim resmi SEIN fullset original dan mulus,0
283,Jakarta Barat,2.200.000,0,"
Top Gadget
",Oppo F9 second mulus like new,0
284,Jakarta Barat,1.300.000,0,"
Top Gadget
",Samsung J7 prime second mulus original SEIN,0
285,Jakarta Barat,6.800.000,0,"
Top Gadget
",Samsung S9 plus ram 6 internal 128 sein mulus fullset original,0
286,Jakarta Utara,925.000,4.8,"
GoldenCityCell
",Sony Xpedia XZ RAM  3GB 32GB DOCOMO seken mulus,40
287,Kab. Bogor,1.670.000,4.8,"
MEGA DONE
",OPPO A5S,12
288,Depok,1.975.000,5.0,"
Gesrek Cellular
",Vivo Y12 Garansi Resmi,1
289,Depok,3.200.000,5.0,"
Gesrek Cellular
",Vivo S1 Garansi Resmi,4
290,Depok,2.700.000,5.0,"
Gesrek Cellular
",OPPO A5 2020 128GB - Garansi RESMI,1
291,Depok,3.600.000,0,"
Gesrek Cellular
",OPPO A9 2020 - Garansi RESMI,0
292,Kab. Bogor,850.000,4.5,"
Pro Cellular
",OPPO a37 Black,27
293,Kab. Bogor,1.028.000,0,"
MEGA DONE
",Samsung A2 core,0
294,Jakarta Pusat,2.790.000,4.8,"
V Store pedia
",XIAOMI MI NOTE 3 RAM 6 INTERNAL 128GB BLACK,42
295,Jakarta Pusat,2.010.000,4.5,"
V Store pedia
",XIAOMI REDMI NOTE 6 PRO RAM 4GB INTERNAL 64GB GLOBAL VERSION BNIB,22
296,Jakarta Pusat,2.149.000,4.9,"
V Store pedia
",XIAOMI REDMI NOTE 6 PRO RAM 4GB INTERNAL 64GB RESMI TAM,12
297,Jakarta Pusat,1.395.000,5.0,"
V Store pedia
",MEIZU M8 M813H RAM 4GB INTERNAL 64GB BNIB,2
298,Jakarta Pusat,6.250.000,4.9,"
V Store pedia
",XIAOMI MI 9 RAM 8GB INTERNAL 128GB BNIB,33
299,Jakarta Pusat,2.510.000,5.0,"
V Store pedia
",XIAOMI REDMI NOTE 7 RAM 4GB INTERNAL 64GB RESMI TAM,3
300,Jakarta Pusat,2.510.000,5.0,"
V Store pedia
",XIAOMI REDMI NOTE 7 RAM 4GB INTERNAL 64GB RESMI TAM,3
301,Jakarta Pusat,1.499.000,5.0,"
V Store pedia
",SAMSUNG GALAXY M10 RAM 2GB INTERNAL 16GB RESMI SEIN,2
302,Jakarta Pusat,4.525.000,4.8,"
V Store pedia
",XIAOMI MI 9T RAM 6GB INTERNAL 128GB GLOBAL VERSION BNIB,5
303,Jakarta Pusat,1.585.000,0,"
V Store pedia
",SAMSUNG GALAXY A10 RAM 2GB INTERNAL 32GB RESMI SEIN,0
304,Jakarta Pusat,2.050.000,0,"
V Store pedia
",SAMSUNG GALAXY A20 RAM 3GB INTERNAL 32GB RESMI SEIN,0
305,Jakarta Pusat,2.790.000,0,"
V Store pedia
",SAMSUNG GALAXY A30 RAM 4GB INTERNAL 64GB RESMI SEIN,0
306,Jakarta Pusat,1.750.000,5.0,"
V Store pedia
",INFINIX HOT 7 PRO X625D RAM 6GB INTERNAL 64GB RESMI,2
307,Jakarta Pusat,2.290.000,4.6,"
V Store pedia
",XIAOMI MI PLAY RAM 6GB INTERNAL 128GB BNIB,5
308,Jakarta Pusat,6.250.000,0,"
V Store pedia
",XIAOMI REDMI K20 PRO RAM 8GB INTERNAL 128GB BNIB,0
309,Jakarta Pusat,2.375.000,0,"
V Store pedia
",XIAOMI MI A2 RAM 4GB INTERNAL 64GB AndroidOne RESMI TAM,0
310,Jakarta Pusat,3.040.000,0,"
V Store pedia
",SAMSUNG GALAXY M30 RAM 4GB INTERNAL 64GB RESMI SEIN,0
311,Jakarta Pusat,2.725.000,0,"
V Store pedia
",XIAOMI MI A3 RAM 4GB INTERNAL 64GB GLOBAL VERSION BNIB,0
312,Jakarta Pusat,2.950.000,0,"
V Store pedia
",XIAOMI MI A3 RAM 4GB INTERNAL 128GB GLOBAL VERSION BNIB,0
313,Jakarta Pusat,3.185.000,0,"
V Store pedia
",SAMSUNG GALAXY A50 RAM 4GB INTERNAL 64GB RESMI SEIN,0
314,Jakarta Pusat,3.950.000,0,"
V Store pedia
",SAMSUNG GALAXY A50 RAM 6GB INTERNAL 128GB RESMI SEIN,0
315,Jakarta Pusat,7.599.000,0,"
V Store pedia
",SAMSUNG GALAXY A80 RAM 6GB INTERNAL 128GB RESMI SEIN,0
316,Jakarta Pusat,1.245.000,0,"
V Store pedia
",XIAOMI REDMI 7A RAM 2GB INTERNAL 16GB RESMI TAM,0
317,Jakarta Pusat,2.510.000,0,"
V Store pedia
",XIAOMI REDMI NOTE 7 RAM 4GB INTERNAL 64GB RESMI TAM,0
318,Jakarta Pusat,1.855.000,0,"
V Store pedia
",XIAOMI REDMI 7 RAM 3GB INTERNAL 32GB RESMI TAM,0
319,Jakarta Pusat,3.810.000,0,"
V Store pedia
",SAMSUNG GALAXY A50S RAM 4GB INTERNAL 64GB RESMI SEIN,0
320,Jakarta Pusat,4.515.000,0,"
V Store pedia
",SAMSUNG GALAXY A50S RAM 6GB INTERNAL 128GB RESMI SEIN,0
321,Jakarta Pusat,1.790.000,0,"
V Store pedia
",SAMSUNG GALAXY A10S RAM 2GB INTERNAL 32GB RESMI SEIN,0
322,Jakarta Pusat,3.899.000,0,"
vhe shop
",Realme 5 Pro 8-128GB Garansi Resmi,0
323,Jakarta Selatan,3.500.000,4.9,"
Afra Call
",xiaomi POCOPHONE F1 TAM Ram 6-64 fullset mulus Garansi resmi,8
324,Serang,3.499.900,0,"
Excellent Gadget
",REALME 5 PRO RAM 8GB ROM 128GB - Garansi Resmi,0
325,Malang,1.350.000,0,"
betoijo
",Samsung Galaxy Note 3 White Like New,0
326,Kab. Tangerang,1.349.000,4.7,"
MPL Store JAKARTA
",Sony XZS MULUS PRESSURE NAIK JAKARTA,36
327,Kab. Tangerang,5.100.000,5.0,"
MPL Store JAKARTA
",Samsung GALAXY NOTE 8 DUAL SIM 256GB - JAKARTA-GOJEK,3
328,Kab. Tangerang,1.370.000,5.0,"
MPL Store JAKARTA
",Sony XZS RAM 4GB  AU - KAMERA SLOWMOTION -JAKARTA -GOJEK,3
329,Kab. Tangerang,1.000.000,4.6,"
MPL Store JAKARTA
",sony xperia z5 big,509
330,Kab. Tangerang,999.000,4.6,"
MPL Store JAKARTA
",Sony Xperia XZ  AU,117
331,Kab. Tangerang,759.000,4.6,"
MPL Store JAKARTA
",Sony Xperia X compact XC - JAKARTA -GARANSI-Z5-Z3c-Z5C,31
332,Kab. Tangerang,870.000,4.7,"
MPL Store JAKARTA
",Sony Xperia XZ,61
333,Jakarta Pusat,1.850.000,0,"
Doremi
",Google Pixel XL 32gb,0
334,Jakarta Pusat,1.000.000,0,"
Doremi
",Samsung S8 Minus Matot LCD Pecah,0
335,Jakarta Utara,190.000,4.9,"
Sandi Acc
",Nokia 105 NEW Dual SIM,19
336,Jakarta Pusat,1.700.000,0,"
Doremi
",Oneplus 3 Snapdragon 820 Ram 6gb Internal 64gb,0
337,Jakarta Timur,1.199.000,0,"
smarter ID
",Iphone 5S 16GB Preloved Smartphone,0
338,Jakarta Timur,4.275.000,0,"
smarter ID
",Iphone 7 128GB Preloved Smartphone,0
339,Bekasi,220.000,5.0,"
Daily Store Bekasi
",Samsung Lakota C3322i Samsung jadul,1
340,Jakarta Timur,2.999.000,0,"
smarter ID
",Iphone 6S 64GB Preloved Smartphone,0
341,Jakarta Timur,1.999.000,0,"
smarter ID
",Samsung Galaxy Note 5 Handphone Bekas,0
342,Jakarta Timur,7.500.000,0,"
smarter ID
",Samsung Galaxy Note 9 128GB handphone bekas,0
343,Jakarta Utara,1.580.000,0,"
GoldenCityCell
",HUAWEI P10 LITE 3-32GB SEKEN GLOBAL UNIT ONLY.,0
344,Jakarta Timur,2.550.000,0,"
smarter ID
",Samsung Galaxy S7 Edge Handphone Bekas,0
345,Jakarta Barat,6.000.000,0,"
Fajar Unifa
",iPhone X 64Gb Grey ibox,0
346,Depok,6.805.000,0,"
MASTER GADGET
",XIAOMI REDMI K20 PRO,0
347,Kab. Tangerang,8.800.000,0,"
ffphone
",IPHONE X 64GB,0
348,Kab. Tangerang,4.200.000,0,"
ffphone
",SONY XPERIA XZ2 64GB,0
349,Kab. Tangerang,1.900.000,0,"
ffphone
",HUAWEI NOVA 3e 64GB,0
350,Kab. Tangerang,14.500.000,0,"
ffphone
",IPHONE XS MAX 256GB FULLSET,0
351,Kab. Tangerang,5.500.000,5.0,"
ffphone
",SAMSUNG S9 PLUS 64GB Gold Limited Edition,2
352,Kab. Tangerang,5.300.000,0,"
ffphone
",SAMSUNG S9 PLUS 64GB,0
353,Kab. Tangerang,3.100.000,5.0,"
ffphone
",LG V30 PLUS DUAL 128GB,1
354,Kab. Tangerang,7.400.000,4.5,"
ffphone
",SAMSUNG GALAXY NOTE 9 512GB,2
355,Kab. Tangerang,6.450.000,5.0,"
ffphone
",SAMSUNG GALAXY NOTE 9 128GB,7
356,Kab. Tangerang,2.800.000,5.0,"
ffphone
",Sony Xperia XZ Premium Single,1
357,Kab. Tangerang,2.100.000,5.0,"
ffphone
",Motorola Moto X4 Fullset,4
358,Kab. Tangerang,4.300.000,5.0,"
ffphone
",SAMSUNG S9 64GB,2
359,Tegal,1.849.000,5.0,"
FM Store n Hobby
",XIAOMI REDMI 7 GARANSI RESMI TAM RAM 3GB INTERNAL 32GB,3
360,Tegal,1.329.000,0,"
FM Store n Hobby
",REALME C2 INTERNAL 32GB RAM 2GB - 3GB GARANSI RESMI,0
361,Mataram,4.700.000,0,"
Tasys Salsa
",Huawei P20 Pro Twilight Second Mulus Like New,0
362,Tegal,1.449.000,0,"
FM Store n Hobby
",Xiaomi REDMI 7 RAM 2GB INTERNAL 16GB GARANSI RESMI TAM,0
363,Mataram,3.500.000,0,"
Tasys Salsa
",Samsung Galaxy A70 6 128 Full set Masih Garansi Sein,0
364,Tegal,2.999.000,0,"
FM Store n Hobby
",REALME 5 PRO 8-128 4-128 GARANSI RESMI REALME,0
365,Jakarta Timur,2.274.000,5.0,"
MITRA PHONE
",VIVO Y15 RAM 4 ROM 64GB,1
366,Bekasi,1.099.000,5.0,"
Hayanis Shop Bekasi
",HP ram 2GB murah Motorola Moto C Plus,45
367,Bandung,2.700.000,0,"
advancednewbie
",Iphone 7 128GB Red Bagus,0
368,Subang,2.399.000,0,"
Rendi Setiadi
",Redmi Note 7 TAM Ram 4GB Rom 64GB Biru,0
369,Jakarta Pusat,4.300.000,0,"
benzwatch
",Samsung Galaxy A70 Resmi Sein,0
370,Lubuklinggau,3.500.000,0,"
original stuff
",xiaomi mi8 6 64 gb black second bekas,0
371,Tangerang,1.500.000,0,"
Norman Bates
",Nokia Lumia 1520 Black,0
372,Jakarta Selatan,550.000,4.5,"
Mi cellular
",Xiaomi Redmi 2,203
373,Jakarta Selatan,800.000,4.6,"
Mi cellular
",Xiaomi Redmi Note 2 - 4G - Octacore Helio X10,470
374,Jakarta Selatan,900.000,4.1,"
Mi cellular
",Xiaomi Redmi Note 3,227
375,Jakarta Selatan,1.000.000,3.4,"
Mi cellular
",Xiaomi Redmi 3s Prime - 3/32,17
376,Jakarta Selatan,900.000,4.5,"
Mi cellular
","Xiaomi Redmi 4A - Ram 2GB, Internal 16GB",297
377,Jakarta Utara,2.800.000,0,"
Bafo
",Samsung Galaxy M30 ram 4GB - 64GB - Garansi Resmi,0
378,Jakarta Utara,3.720.000,0,"
Bafo
",Samsung Galaxy A50s 64GB - Garansi Resmi,0
379,Bekasi,1.069.000,5.0,"
Hayanis Shop Bekasi
",Asus Zenfone Live L2,11
380,Sidoarjo,2.688.000,0,"
blantik gadget
",samsung galaxy a7 2018 4-64gb resmi sein,0
381,Sidoarjo,1.784.000,0,"
blantik gadget
",samsung galaxy a10s 2-32gb resmi sen,0
382,Kab. Bogor,960.000,4.6,"
All shop
",XIAOMI REDMI 5A,24
383,Kab. Bogor,2.050.000,5.0,"
All shop
",VIVO Y12 RESMI,1
384,Kab. Bogor,2.800.000,0,"
All shop
",SAMSUNG M30 GARANSI RESMI,0
385,Kab. Bogor,1.560.000,5.0,"
All shop
",OPPO A1K RAM 2GB-32GB GARANSI RESMI,1
386,Kab. Bogor,2.100.000,5.0,"
All shop
",SAMSUNG A20 GARANSI RESMI,2
387,Kab. Bogor,1.380.000,0,"
All shop
",INFINIX SMART 3 PLUS RAM 3GB - 32GB - RESMI,0
388,Kab. Bogor,2.750.000,5.0,"
All shop
",REALME 5 PRO RESMI,1
389,Kab. Bogor,1.325.000,5.0,"
All shop
",REALME C2 RESMI,10
390,Kab. Bogor,1.860.000,4.8,"
All shop
",REALME 3 RESMI,140
391,Kab. Bogor,1.510.000,4.9,"
All shop
",REALME C2 RAM 3GB-32GB - RESMI,25
392,Kab. Bogor,1.245.000,5.0,"
All shop
",XIAOMI REDMI 7A RAM 2GB-32GB,1
393,Kab. Bogor,4.800.000,5.0,"
All shop
",SAMSUNG A70 RAM 6GB-128GB - RESMI,1
394,Kab. Bogor,1.465.000,5.0,"
All shop
",XIAOMI REDMI 7 RAM 2GB-16GB,2
395,Kab. Bogor,1.680.000,0,"
All shop
",OPPO A5S RAM 2GB-32GB RESMI,0
396,Kab. Bogor,2.620.000,4.5,"
All shop
",XIAOMI NOTE 7,10
397,Samarinda,4.300.000,0,"
Sulaiman Gawong
",Samsung Note 8 Midnight Black,0
398,Jakarta Pusat,16.729.000,0,"
garasiku
",Samsung Galaxy Note 10 Plus 12GB 512GB Garansi Resmi SEIN,0
399,Jakarta Pusat,1.247.000,0,"
garasiku
",Xiaomi Redmi 7A 2GB 16GB Garansi Resmi,0
400,Jakarta Selatan,1.000.000,4.0,"
Pria D. Surya
",Nokia Lumia 925,1
401,Jakarta Barat,13.000.000,0,"
Harris Yulianto
",Iphone xs max 256gb gold resmi ibox,0
402,Jakarta Utara,1.569.000,5.0,"
MatahariCell
",Samsung Galaxy A10 RAM 2GB INTERNAL 32GB Garansi Resmi,1
403,Jakarta Utara,2.799.000,5.0,"
MatahariCell
",Samsung Galaxy M30 RAM 4GB INTERNAL 64GB ORI GARANSI RESMI SEIN,1
404,Jakarta Utara,799.000,5.0,"
MatahariCell
",KEN MOBILE V7 RAM 3GB ROM 32GB,2
405,Jakarta Utara,1.255.000,5.0,"
MatahariCell
",Xiaomi REDMI 7A RAM 2GB INTERNAL 16GB Garansi Resmi,1
406,Jakarta Utara,220.000,5.0,"
MatahariCell
",Samsung Lipat GT-C3592 Dual SIM Samsung GT-C3592 C3592 C 3592 Flip Lipat Dual Sim New Baru Fullset -,4
407,Jakarta Utara,2.190.000,5.0,"
MatahariCell
",Samsung Galaxy M20 32GB - Garansi resmi,2
408,Kab. Bogor,1.175.000,4.2,"
All shop
",XIAOMI NOTE 5A PRIME RAM 3GB INTERNAL 32GB,6
409,Kab. Bogor,550.000,4.3,"
All shop
",XIAOMI REDMI 2 4G,156
410,Jakarta Barat,7.800.000,0,"
Ghali Ganendra
",Iphone xr red 128gb garansi resmi ibox,0
411,Sleman,8.100.000,0,"
elfrian banar
",Huawei P30 Breathing Crystal Like new,0
412,Bandung,2.299.000,5.0,"
tesalm shop
",Asus Zenfone 5Q - ZC600KL,1
413,Bekasi,888.000,4.9,"
Hayanis Shop Bekasi
",Meizu M6,106
414,Kab. Tangerang,500.000,4.5,"
asyouwish_pomade
",HP Motorola Razr V3 GSM unlocked International Mobile Phone TERMURAH,2
415,Kab. Bandung,1.295.000,5.0,"
Berjaya Cell
",Realme c2 New Garansi resmi Realme Indonesia,1
416,Kab. Bandung,1.489.000,5.0,"
Berjaya Cell
",Realme C2 RAM 3GB ROM 32GB Garansi Resmi New,1
417,Bandung,3.000.000,0,"
Beni Ari stianto
",honor 10 fullset phantom blue,0
418,Sukabumi,900.000,0,"
Lan ID
",Xiaomi Redmi 3x,0
419,Tangerang,9.500.000,0,"
Setrika Uap Gas 661166
",Hp LG V50 Thinq 5G dual screen,0
420,Jakarta Barat,8.000.000,0,"
Sandi Fachrudin
",iphone XR 256 gb dual sim ON inter HK,0
421,Batam,1.999.000,0,"
Phone Store Quin Kuota
",Oppo F9 Ram 4 Gb - 64 Gb Bekas Ori Murah,0
422,Batam,2.990.000,0,"
Phone Store Quin Kuota
",iPhone 6 32Gb Gold Original Produk Baru,0
423,Batam,1.500.000,0,"
Phone Store Quin Kuota
",iPhone 6S Plus Ori Bekas Harga Super Murah,0
424,Batam,12.099.000,0,"
Phone Store Quin Kuota
",Samsung Galaxy Note 10 Plus Bekas Buka Dus Original,0
425,Batam,5.199.000,0,"
Phone Store Quin Kuota
",iPhone X 256 Gb Bekas Original Harga Promo,0
426,Batam,4.150.000,0,"
Phone Store Quin Kuota
",Samsung Tab S5e 64Gb Bekas Original,0
427,Batam,4.599.000,0,"
Phone Store Quin Kuota
",iPhone X 64Gb Second Ori Harga Promo Barang Baru Masuk,0
428,Batam,8.599.000,0,"
Phone Store Quin Kuota
",iPhone XS Max Bekas Original Harga Promo,0
429,Malang,3.160.000,0,"
yogi surya
",samsung galaxy A8 star,0
430,Banyuwangi,1.550.000,0,"
Yudha
",Redmi Note 5 Pro Ram 3 Muluss,0
431,Banyuwangi,875.000,0,"
Yudha
",Nokia 3 ram 2,0
432,Banyuwangi,1.690.000,0,"
Yudha
",Oppo A7 Ram 3,0
433,Banyuwangi,1.250.000,0,"
Yudha
",Oppo F3 Ram 4 mulus,0
434,Banyuwangi,1.250.000,0,"
Yudha
",Motorola G5s Plus ram 4,0
435,Tulungagung,7.999.000,0,"
Maril Itc
",Samsung Galaxy A9 Ram 6 Internal 128,0
436,Bandung,1.189.000,3.3,"
tesalm shop
",Xiaomi Redmi 6A TAM,3
437,Jakarta Timur,1.850.000,5.0,"
sabrinahcell
",VIVO Y93 Ram 3GB Rom 32GB,1
438,Batam,4.250.000,0,"
Jazz Gadged Store
",Google Pixel 2 XL 64gb fullset original,0
439,Jakarta Pusat,7.889.000,5.0,"
garasiku
",Samsung Galaxy A80 8GB 128GB Garansi Resmi SEIN,2
440,Jakarta Pusat,2.799.000,0,"
garasiku
",Oppo Realme 3 Pro 4GB 64GB Garansi Resmi Realme,0
441,Jakarta Pusat,3.395.000,0,"
garasiku
",Oppo Realme 3 Pro 6GB 128GB Garansi Resmi Realme,0
442,Jakarta Barat,1.850.000,0,"
MURAH SEJAHTERA
",SAMSUNG GALAXY A10S,0
443,Jakarta Barat,3.299.000,0,"
MURAH SEJAHTERA
",Samsung Galaxy A30S,0
444,Jakarta Barat,2.500.000,0,"
MURAH SEJAHTERA
",REALME 5 3GB - 64GB GARANSI RESMI BY OPPO,0
445,Jakarta Barat,3.600.000,0,"
lapak san san
",Iphone 6 plus 128Gb bukan iphone 7 plus,0
446,Jakarta Utara,1.900.000,0,"
Mami Nurlaela
",Samsung S7 Edge Sein Minus Tc Back gak Jalan,0
447,Bekasi,1.350.000,0,"
SEMAR shop
",Samsung A8 4g  bekas,0
448,Jakarta Utara,2.000.000,0,"
Mami Nurlaela
",Oppo F9 Ram 4Gb,0
449,Jakarta Utara,1.650.000,0,"
Mami Nurlaela
",oppo F7 Ram 4Gb,0
450,Bekasi,1.200.000,0,"
SEMAR shop
",Samsung j5pro 4g  bekas,0
451,Jakarta Barat,700.000,3.5,"
hugo phone
",Oppo A37 4GLTE SECOND GRS X RESMI UNIT ONLY,2
452,Semarang,600.000,0,"
Diki Riwan
",Redmi note 5a 4 64 GB BEKAS,0
453,Pidie,1.250.000,0,"
madi
",vivo y91c ram 2 . 32,0
454,Kab. Bogor,2.899.000,3.9,"
SMARTGADGET
",OPPO F9 RAM 4GB INTERNAL 64GB Garansi Resmi 1 Tahun,42
455,Jakarta Pusat,13.399.000,0,"
garasiku
",Samsung Galaxy Note 10 8GB 256GB Garansi Resmi SEIN,0
456,Depok,850.000,5.0,"
MisterBB Depok Store
",Samsung Galaxy J5 2015 Duos 4G LTE Resmi SEIN Original Bos,1
457,Jakarta Pusat,1.317.000,5.0,"
garasiku
",Oppo Realme C2 2GB 16GB Garansi Resmi,2
458,Jakarta Pusat,1.449.000,5.0,"
garasiku
",Xiaomi Redmi 7 2GB 16GB Garansi Resmi TAM 1 Tahun,2
459,Depok,575.000,4.3,"
MisterBB Depok Store
",Samsung A3 2015 Dual Sim  A300H Resmi Sein,13
460,Depok,1.499.000,4.1,"
MisterBB Depok Store
",Samsung Galaxy A5 2017 Dual Sim RESMI SEIN Original Murah Saja,7
461,Palangkaraya,5.700.000,0,"
Indra Gunawan
",Iphone 8 64 GB,0
462,Jakarta Utara,1.450.000,5.0,"
Restu Rasta
",realme c2,1
463,Jakarta Utara,1.790.000,0,"
Restu Rasta
",xiaomi redmi 5 plus ram 4gb distributor,0
464,Jakarta Utara,1.625.000,0,"
Restu Rasta
",asus zenfone 3 laser,0
465,Jakarta Utara,3.620.000,0,"
Restu Rasta
",oppo a9 2020,0
466,Jakarta Utara,3.120.000,0,"
Restu Rasta
",vivo z1 pro ram 4gb,0
467,Depok,1.325.000,4.3,"
MisterBB Depok Store
",Samsung Galaxy A7 2016 Duos Ram 3GB Resmi SEIN Original Termurah,3
468,Jakarta Utara,3.500.000,0,"
Restu Rasta
",oppo k3,0
469,Jakarta Utara,10.050.000,0,"
Restu Rasta
",oppo reno 10x zoom,0
470,Jakarta Utara,1.550.000,4.7,"
Restu Rasta
",oppo A1k,3
471,Jakarta Utara,6.350.000,5.0,"
Restu Rasta
",oppo reno 6gb,3
472,Jakarta Utara,2.730.000,0,"
Restu Rasta
",oppo a5 2020,0
473,Jakarta Utara,4.100.000,4.8,"
Restu Rasta
",oppo F11 pro 48mp,49
474,Jakarta Utara,3.180.000,5.0,"
Restu Rasta
",vivo s1 ram 4gb,5
475,Jakarta Utara,1.830.000,4.7,"
Restu Rasta
",oppo a5s ram 3GB,11
476,Jakarta Utara,1.515.000,5.0,"
Restu Rasta
",vivo y81,1
477,Jakarta Utara,2.450.000,3.9,"
Restu Rasta
",vivo y17,7
478,Jakarta Utara,3.275.000,4.9,"
Restu Rasta
",oppo f11 128gb,65
479,Jakarta Utara,2.160.000,5.0,"
Restu Rasta
",samsung m20,2
480,Jakarta Utara,4.400.000,4.8,"
Restu Rasta
",Vivo V15 pro 128gb,21
481,Jakarta Utara,2.700.000,4.7,"
Restu Rasta
",vivo v11 ram 4gb rom 64gb,3
482,Jakarta Utara,1.770.000,4.4,"
Restu Rasta
",oppo a5s ram 2gb,9
483,Jakarta Utara,3.450.000,4.7,"
Restu Rasta
",vivo v11 pro,28
484,Jakarta Utara,3.450.000,4.9,"
Restu Rasta
",vivo v15 new,21
485,Jakarta Utara,3.500.000,4.8,"
Restu Rasta
",oppo F9 PRO  ram 6GB,28
486,Jakarta Utara,2.730.000,4.7,"
Restu Rasta
",vivo v9 ram 4GB,36
487,Jakarta Utara,2.000.000,4.7,"
Restu Rasta
",vivo y 81 ram 3GB garansi vivo resmi,3
488,Jakarta Utara,1.700.000,4.8,"
Restu Rasta
",oppo a71 ram 3GB,8
489,Jakarta Utara,2.450.000,4.9,"
Restu Rasta
",oppo f5 new,7
490,Jakarta Utara,1.700.000,4.8,"
Restu Rasta
",oppo A83 2018 ram 2GB,14
491,Jakarta Barat,750.000,0,"
masterjadoel
",Philips Genie Blue mulus,0
492,Jakarta Barat,400.000,0,"
masterjadoel
",Sony Ericsson K630i Brown,0
493,Jakarta Barat,550.000,0,"
masterjadoel
",Sony Ericsson C510 Cyber shot,0
494,Jakarta Barat,550.000,0,"
masterjadoel
",Sony Ericsson K660i Black Red,0
495,Purbalingga,4.000.000,0,"
WeStores
",oneplus 5t,0
496,Depok,900.000,5.0,"
MisterBB Depok Store
",Oppo F1 Dual LTE Ram 3GB Rom 16GB Resmi Original Bos,1
497,Depok,1.850.000,4.8,"
MisterBB Depok Store
",Samsung Galaxy S7 Flat Dual G930FD Resmi SEIN Original Murah Boss,8
